videoId,parentId,commentId,textDisplay,Label
0Yw9y1GPGBU,UgygnVZJpISc8cvFN9B4AaABAg,UgygnVZJpISc8cvFN9B4AaABAg.9j5FKX0RgUZ9j6S6JGdjku,Ganjar Pranowo TERATAS ☝,Positif
0Yw9y1GPGBU,UgwfDBVKcTo_qj85L2J4AaABAg,UgwfDBVKcTo_qj85L2J4AaABAg.9j5FHb_BUpm9j75kgQ2tvl,💙 Survey sudah membuktikan Ganjar Unggul 💙,Positif
0Yw9y1GPGBU,UgxFvOJCF_5ewt9PtYV4AaABAg,UgxFvOJCF_5ewt9PtYV4AaABAg.9j5EZIylxtH9j5ivp3p3Qr,Ilc survey atau poling? Beda bro,Negatif
0Yw9y1GPGBU,,Ugya7xZOMmSdXxyMhOx4AaABAg,PRABOWO PUAN YANG PALING PANTAS DUA2NYA PUNYA PARTAI 1000% TIKET SUDAH DI TANGAN,Positif
0Yw9y1GPGBU,UgwqXuwdz8x_OeioKDB4AaABAg,UgwqXuwdz8x_OeioKDB4AaABAg.9j5CC4RWS-99j6TCYG0Qyx,Ganjar Pranowo TERATAS ☝,Positif
0Yw9y1GPGBU,,Ugy8ejsS_d0GS45clpZ4AaABAg,Chartapolitika 2017 paling akurat..,Negatif
0Yw9y1GPGBU,UgxNH0s469WEYxu0J_d4AaABAg,UgxNH0s469WEYxu0J_d4AaABAg.9j58qvAnI2r9j6SP3x9vsB,Ganjar Pranowo TERATAS ☝,Positif
0Yw9y1GPGBU,,UgytmstAILjpBMaAY5N4AaABAg,"Semoga semua kandidat adalah kader terbaik ank bangsa, dn Indonesia tetap bersatu padu siapapun Presidennya👍",Positif
0Yw9y1GPGBU,,UgxhtgY0XhodXBWl-Zh4AaABAg,Semoga BPK Ganjar Pranowo 2024 Presiden,Positif
0Yw9y1GPGBU,UgxXyVoyfiYmSi9m03R4AaABAg,UgxXyVoyfiYmSi9m03R4AaABAg.9j57ESLvbmc9j6SZKiyLgJ,Ganjar Pranowo TERATAS ☝,Positif
0Yw9y1GPGBU,UgxXyVoyfiYmSi9m03R4AaABAg,UgxXyVoyfiYmSi9m03R4AaABAg.9j57ESLvbmc9j5BCcW0GCq,@More Miracle kan sudah dijelaskan disurvai suka Ganjar bukan karena prestasi tapi karena tokohnya. Dengan kata lain prestasi NOL BESAR,Negatif
0Yw9y1GPGBU,UgxXyVoyfiYmSi9m03R4AaABAg,UgxXyVoyfiYmSi9m03R4AaABAg.9j57ESLvbmc9j57NIX9n82,Ganjar tetap unggul 💙,Positif
0Yw9y1GPGBU,,UgxvBYYfdteCXeWBqO54AaABAg,puan mahari harus menjadi capres dari PDIP 2024 sebgai trah sukarno asli untuk melawan capres anies,Positif
0Yw9y1GPGBU,,Ugz1Iu5pk-IEnWwupbV4AaABAg,Menurut sy terlepas dari chartapolitika mendukung calon siapa atau yg mana tapi hasilnya selalu akurat itu yg sy tau...jadi sy percaya ...,Positif
0Yw9y1GPGBU,,Ugyj7aDvdlILIPGKoMN4AaABAg,Ganjar lanjutkan Jokowi,Positif
0Yw9y1GPGBU,Ugzf4-SRziTdsuqAjPx4AaABAg,Ugzf4-SRziTdsuqAjPx4AaABAg.9j5362wCOrh9j57A02iMCu,Ganjar tetap unggul 💙,Positif
0Yw9y1GPGBU,UgwMP5-aYcHHJ7Ibui94AaABAg,UgwMP5-aYcHHJ7Ibui94AaABAg.9j53-ULiqPz9j57MGGxFKe,Ganjar tetap unggul 💙,Positif
0Yw9y1GPGBU,Ugz1VMFOI_--jUdS0294AaABAg,Ugz1VMFOI_--jUdS0294AaABAg.9j52rweBvp69j57ZsfkG1g,Ganjar tetap unggul 💙,Positif
0Yw9y1GPGBU,UgxKr5ITcJ2KWIrrK2p4AaABAg,UgxKr5ITcJ2KWIrrK2p4AaABAg.9j51weVSfRM9j57ES-Kdhh,Ganjar tetap unggul 💙,Positif
0Yw9y1GPGBU,UgyhAqXqpT_IVcB1olB4AaABAg,UgyhAqXqpT_IVcB1olB4AaABAg.9j51irdDpWM9j74ct6niVi,💙 Survey membuktikan 💙,Positif
0Yw9y1GPGBU,UgyhAqXqpT_IVcB1olB4AaABAg,UgyhAqXqpT_IVcB1olB4AaABAg.9j51irdDpWM9j6hJxA6zX2,@Marlboro top nya di apanya yah? Prestasi biasa2 aja,Negatif
0Yw9y1GPGBU,UgyhAqXqpT_IVcB1olB4AaABAg,UgyhAqXqpT_IVcB1olB4AaABAg.9j51irdDpWM9j6RkLlBR8Z,Ganjar Pranowo still in the TOP ☝,Positif
0Yw9y1GPGBU,UgyhAqXqpT_IVcB1olB4AaABAg,UgyhAqXqpT_IVcB1olB4AaABAg.9j51irdDpWM9j5mg28X-h_,@More Miracle surveinya siapa dulu dong..pokoknya lembaga survei yg partisan gak mungkin obyektif apa lagi dibayar,Negatif
0Yw9y1GPGBU,UgyhAqXqpT_IVcB1olB4AaABAg,UgyhAqXqpT_IVcB1olB4AaABAg.9j51irdDpWM9j5mT7wdWL9,@More Miracle ya silahkan unggul disurvei,Negatif
0Yw9y1GPGBU,,UgzaqC0UgcS6B_x8wDN4AaABAg,"Ini baru tv netral ,tak seperti yg Ono noh sonoh , tp y maaf dulu jg tv one  lebih parah dari tv yg sekarang Ono noh berita nya sekarang karang ini JD gini .maaf sy ngomong gini karna fakta ,padahal demi kebenaran bersipat lah netral ,ap ini kan hanya sebatas surpay ,org kampanye blom dll .ini dah pada ribut .insa Allah yg rambut putih asli menang pilpres 2024 ,bukan rambut putih semiran yaaaaaa. Mantap mas Toto lanjut gaspol ,bicarakan ap adanya demi kebenaran .ingat ini karna urusanya dgn rakyatnya NKRI. Dan jujur urusan nya dgn Allah SWT.",Positif
0Yw9y1GPGBU,UgxGffwwCcfQQQVu8Fx4AaABAg,UgxGffwwCcfQQQVu8Fx4AaABAg.9j5063t7xAQ9j5E5k8hRGy,PRABOWO PUAN PALING OK,Positif
0Yw9y1GPGBU,UgyGSzByXGeJIBZN9RR4AaABAg,UgyGSzByXGeJIBZN9RR4AaABAg.9j5-UH5LNOi9j5-cx6KZY_,"cukup sampai gubernur Jakarta saja, jgn Indonesia",Negatif
0Yw9y1GPGBU,UgxNRBIbTg8L4t53WNl4AaABAg,UgxNRBIbTg8L4t53WNl4AaABAg.9j5-IVer5ed9j5-dZVm1Be,"cukup sampai gubernur Jakarta saja, jgn Indonesia",Negatif
0Yw9y1GPGBU,Ugw3HXm0f1xOA4-3_z94AaABAg,Ugw3HXm0f1xOA4-3_z94AaABAg.9j4zgVpaFR99j5-dxioaP7,"cukup sampai gubernur Jakarta saja, jgn Indonesia",Negatif
0Yw9y1GPGBU,Ugy_M-XxwuVr_B42xb94AaABAg,Ugy_M-XxwuVr_B42xb94AaABAg.9j4zYJilS_F9j50B-sin9s,Ganjar Pranowo still in the TOP ☝,Positif
0Yw9y1GPGBU,UgzZIbuxuJu_ag1SNxh4AaABAg,UgzZIbuxuJu_ag1SNxh4AaABAg.9j4yElRSDIZ9j5-f7fAWZi,"cukup sampai gubernur Jakarta saja, jgn Indonesia",Negatif
0Yw9y1GPGBU,UgyRwhJGN71oCrMlvl94AaABAg,UgyRwhJGN71oCrMlvl94AaABAg.9j4wvDcWN7k9j5-foJtNQb,"cukup sampai gubernur Jakarta saja, jgn Indonesia",Negatif
0Yw9y1GPGBU,Ugx5UF-SpK4jmP0wPmR4AaABAg,Ugx5UF-SpK4jmP0wPmR4AaABAg.9j4vr-VaKV09j5-g_1Xm06,"cukup sampai gubernur Jakarta saja, jgn Indonesia",Negatif
0Yw9y1GPGBU,UgwhCLJmjdsMVumye4x4AaABAg,UgwhCLJmjdsMVumye4x4AaABAg.9j4ujHUGYlu9j6JOGLTiCr,*anis presiden yaman ?£,Negatif
0Yw9y1GPGBU,UgwhCLJmjdsMVumye4x4AaABAg,UgwhCLJmjdsMVumye4x4AaABAg.9j4ujHUGYlu9j5-h4VLAJL,"cukup sampai gubernur Jakarta saja, jgn Indonesia",Negatif
0Yw9y1GPGBU,,UgzfP87eWSE_D1nYwpJ4AaABAg,Tv one bikin survey lbih joss,Negatif
0Yw9y1GPGBU,Ugy2yzPeFH_0QI3vXQJ4AaABAg,Ugy2yzPeFH_0QI3vXQJ4AaABAg.9j4ruzMmon19j75ofoEPj1,💙 Survey sudah membuktikan Ganjar Unggul 💙,Positif
0Yw9y1GPGBU,Ugy2yzPeFH_0QI3vXQJ4AaABAg,Ugy2yzPeFH_0QI3vXQJ4AaABAg.9j4ruzMmon19j6uNHODAzg,org pada tahu survey abal2 demi uang  abs. tp ada juga netral .dia tidak memihak kpd calon lain.broo,Negatif
0Yw9y1GPGBU,Ugy2yzPeFH_0QI3vXQJ4AaABAg,Ugy2yzPeFH_0QI3vXQJ4AaABAg.9j4ruzMmon19j4ssS4T6uo,"Ganjar untuk Indonesia<br>RI 1 pastinya",Positif
0Yw9y1GPGBU,UgzW9dLaI_P_-W_1eO94AaABAg,UgzW9dLaI_P_-W_1eO94AaABAg.9j4rbNaX0Dy9j6SBnyDIM4,Ganjar Pranowo TERATAS ☝,Positif
0Yw9y1GPGBU,UgzW9dLaI_P_-W_1eO94AaABAg,UgzW9dLaI_P_-W_1eO94AaABAg.9j4rbNaX0Dy9j5HknsVMzp,Semoga Anies lanjut mengabdi pada Indonesia for president 2024,Positif
0Yw9y1GPGBU,UgwCoH-IwNXusgwXp2x4AaABAg,UgwCoH-IwNXusgwXp2x4AaABAg.9j4qTS1FKR_9j74ky2oBMl,💙 Survey sudah membuktikan Ganjar Unggul 💙,Positif
0Yw9y1GPGBU,UgwCoH-IwNXusgwXp2x4AaABAg,UgwCoH-IwNXusgwXp2x4AaABAg.9j4qTS1FKR_9j6nrg8oDHn,@Marlboro iya versi carta 🤣,Negatif
0Yw9y1GPGBU,UgwCoH-IwNXusgwXp2x4AaABAg,UgwCoH-IwNXusgwXp2x4AaABAg.9j4qTS1FKR_9j6S2TpB673,Ganjar Pranowo TERATAS ☝,Positif
0Yw9y1GPGBU,UgwCoH-IwNXusgwXp2x4AaABAg,UgwCoH-IwNXusgwXp2x4AaABAg.9j4qTS1FKR_9j5MWmtSALw,Setuju 👍🏾,Positif
0Yw9y1GPGBU,UgwCoH-IwNXusgwXp2x4AaABAg,UgwCoH-IwNXusgwXp2x4AaABAg.9j4qTS1FKR_9j5K4gcYYRk,"@Nur Hadi iya ngk ada yg larang dia milih siapa sebagai warga negara Bebas, yg dipermasalahkan itu bukan dia tapi lembaga surveynya Profesional ngk 🤣🤣🤣",Negatif
0Yw9y1GPGBU,Ugw41ZkZhwwUHcHDToR4AaABAg,Ugw41ZkZhwwUHcHDToR4AaABAg.9j4pvLERa2b9j4rg9x9Kqp,"cukup sampai gubernur Jakarta saja, jgn presiden Indonesia",Negatif
0Yw9y1GPGBU,UgxAXZOcfLs-bZUEUZB4AaABAg,UgxAXZOcfLs-bZUEUZB4AaABAg.9j4oQgcmkRU9j55jgKYZ7S,"cukup sampai gubernur Jakarta saja, jgn Indonesia",Negatif
0Yw9y1GPGBU,UgxAXZOcfLs-bZUEUZB4AaABAg,UgxAXZOcfLs-bZUEUZB4AaABAg.9j4oQgcmkRU9j52gqaJGUl,@More Miraclesby youtuber.. tiktoker..atau..koleksi film bok**pnya...iya sich.!!,Negatif
0Yw9y1GPGBU,UgxAXZOcfLs-bZUEUZB4AaABAg,UgxAXZOcfLs-bZUEUZB4AaABAg.9j4oQgcmkRU9j4oqJNCtxs,Ganjar tetap unggul 💙,Positif
0Yw9y1GPGBU,UgzPNqW8ZUkwDug3DHd4AaABAg,UgzPNqW8ZUkwDug3DHd4AaABAg.9j4n4ZEui0n9j4oqwTQ4gM,Ganjar tetap unggul 💙,Positif
0Yw9y1GPGBU,UgytSPvzrhGnD7ViZKx4AaABAg,UgytSPvzrhGnD7ViZKx4AaABAg.9j4mx8uVYII9j6Shomqx7E,Ganjar Pranowo TERATAS ☝,Positif
0Yw9y1GPGBU,UgytSPvzrhGnD7ViZKx4AaABAg,UgytSPvzrhGnD7ViZKx4AaABAg.9j4mx8uVYII9j5JauvvXgL,@More Miracle hahaha ternyata banyak pasukan buzzerRp di YT peliharaan banteng🤣,Negatif
0Yw9y1GPGBU,UgytSPvzrhGnD7ViZKx4AaABAg,UgytSPvzrhGnD7ViZKx4AaABAg.9j4mx8uVYII9j4od4kCsvx,Ganjar tetap unggul 💙,Positif
0Yw9y1GPGBU,UgytSPvzrhGnD7ViZKx4AaABAg,UgytSPvzrhGnD7ViZKx4AaABAg.9j4mx8uVYII9j4n_IwaLwV,@‏‏‎ ‎ pelawak merah beruban🤣🤣🤣 prestasi kaga ada bisa bisanya urutan pertama🤣,Negatif
0Yw9y1GPGBU,UgytSPvzrhGnD7ViZKx4AaABAg,UgytSPvzrhGnD7ViZKx4AaABAg.9j4mx8uVYII9j4n0Fhk1uK,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,,UgxcWjGUzsLT7KGVg2J4AaABAg,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,Ugziisirn7o91IQ1vLV4AaABAg,Ugziisirn7o91IQ1vLV4AaABAg.9j4molmIOZ69j4rjt-2S-d,"cukup sampai gubernur Jakarta saja, jgn presiden Indonesia",Negatif
0Yw9y1GPGBU,Ugziisirn7o91IQ1vLV4AaABAg,Ugziisirn7o91IQ1vLV4AaABAg.9j4molmIOZ69j4rKKrQF3U,@‏‏‎ ‎ padahal gak ngapa2in.....<br>Hasil survey tergantung yg bayar.,Positif
0Yw9y1GPGBU,Ugziisirn7o91IQ1vLV4AaABAg,Ugziisirn7o91IQ1vLV4AaABAg.9j4molmIOZ69j4n19vADHU,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,Ugzppov7i2tHLinI4ap4AaABAg,Ugzppov7i2tHLinI4ap4AaABAg.9j4mYnADZgv9j74sQsSDz_,💙 Survey sudah membuktikan Ganjar Unggul 💙,Positif
0Yw9y1GPGBU,Ugzppov7i2tHLinI4ap4AaABAg,Ugzppov7i2tHLinI4ap4AaABAg.9j4mYnADZgv9j6YDwvoz2q,ayo adu gagasan ga berani payah,Negatif
0Yw9y1GPGBU,Ugzppov7i2tHLinI4ap4AaABAg,Ugzppov7i2tHLinI4ap4AaABAg.9j4mYnADZgv9j6Y3LCaDOo,surpai abal2,Negatif
0Yw9y1GPGBU,Ugzppov7i2tHLinI4ap4AaABAg,Ugzppov7i2tHLinI4ap4AaABAg.9j4mYnADZgv9j6S3puM6Rp,Ganjar Pranowo TERATAS ☝,Positif
0Yw9y1GPGBU,Ugzppov7i2tHLinI4ap4AaABAg,Ugzppov7i2tHLinI4ap4AaABAg.9j4mYnADZgv9j5KcSSf-Sw,ayo adu gagasan sm pak anis mau adu kecerdsan mau adu wawasan mau adu ketmpanan jg blh pasti rakyat yg cerdas anis kabeh pkoe,Positif
0Yw9y1GPGBU,UgxMtvruIPaO2xvsGdV4AaABAg,UgxMtvruIPaO2xvsGdV4AaABAg.9j4mY5Eioyz9j4n2G7W5Pf,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,UgyFVvpneFDhGTyOj5V4AaABAg,UgyFVvpneFDhGTyOj5V4AaABAg.9j4mD04TceK9j4n4w4LQ-t,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,UgwsI7qzFoIB5sy19X94AaABAg,UgwsI7qzFoIB5sy19X94AaABAg.9j4lxnUs0m99j4n5Ve1PuD,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,Ugw-t4zLo9gee-nIGxh4AaABAg,Ugw-t4zLo9gee-nIGxh4AaABAg.9j4lV8v1UV59j4n61Yy5qx,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,,UgxFON7gvtmnE6gXxsp4AaABAg,Lebih percaya survey ILC,Negatif
0Yw9y1GPGBU,,UgwT_QcRNVj4SUisAX94AaABAg,Lembaga survei itu biayanya dari mana ya?,Negatif
0Yw9y1GPGBU,Ugx3Ecr0tws7MUjsgA94AaABAg,Ugx3Ecr0tws7MUjsgA94AaABAg.9j4jhvHb-wi9j4n75OvAIk,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,,UgwbsBQXbhZZNhxYJIp4AaABAg,Totok ini ingin menipu ibu Megawati dan PDIP,Negatif
0Yw9y1GPGBU,UgyAHNQVV8Dk-Kbjg5R4AaABAg,UgyAHNQVV8Dk-Kbjg5R4AaABAg.9j4iV2ri7cA9j4n8MGMf3q,"📈 <b>Survei Elektabilitas Pilpres 2024, Ganjar Urutan Pertama</b> ✅",Positif
0Yw9y1GPGBU,,UgypvFZboF05DOqtTN94AaABAg,"Anis baswe  jgn harap jdi presiden<br>Jadi gubenur Jakarta saja ngk pecus <br>Ngaca bos ngaca  ,<br>Jadi gubenur Jakarta mkn gaji buta<br><br>Pilihlah calon presiden yg merakyat <br>Yg bisa meneruskan kerjanya pak Joko Widodo , bukan pilih presiden yg cuma memikirkan kekayaan sendiri ,rakyat di abaikan<br>Rakyat di anak tirikan .<br>PILIHLAH CALON PRESIDEN YG MERAKYAT  TIDAK SOMBONG <br>RENDAH DIRI DAN SOPAN SANTUN",Negatif
0Yw9y1GPGBU,,Ugwk6fJ19e9KPnjofDh4AaABAg,Ganjar Pranowo yes Anis Baswedan No 🙏,Positif
0Yw9y1GPGBU,UgwtWB2c0IU79-7ihVd4AaABAg,UgwtWB2c0IU79-7ihVd4AaABAg.9j4hpqLEsfW9j74icl0W-n,💙 Survey sudah membuktikan Ganjar Unggul 💙,Positif
0Yw9y1GPGBU,UgwtWB2c0IU79-7ihVd4AaABAg,UgwtWB2c0IU79-7ihVd4AaABAg.9j4hpqLEsfW9j6_4-k8sVU,"LSI , SMRC, POLTRACKING , CHARTA POLITIKA SURVEI YG AKURAT 99 PERSEN..",Positif
0Yw9y1GPGBU,UgwtWB2c0IU79-7ihVd4AaABAg,UgwtWB2c0IU79-7ihVd4AaABAg.9j4hpqLEsfW9j6YQP-RAvc,Cebongkerr penipu hasil,Negatif
0Yw9y1GPGBU,UgwtWB2c0IU79-7ihVd4AaABAg,UgwtWB2c0IU79-7ihVd4AaABAg.9j4hpqLEsfW9j5fo26fLpo,"Jika inul yang jadi lawan anies, suryey ini pasti memenangkan inul",Negatif
0Yw9y1GPGBU,UgwtWB2c0IU79-7ihVd4AaABAg,UgwtWB2c0IU79-7ihVd4AaABAg.9j4hpqLEsfW9j5K-joLTxg,Kekekekkkkk   dulu di Pilkada DKI meleset jauh!!!,Negatif
